Número,Nome,Estrelas,Idade (anos),Número de releases,Url
315,fusesource/mqtt-client,1251,11.24,0,https://github.com/fusesource/mqtt-client
316,nanchen2251/RxJava2Examples,2855,5.74,0,https://github.com/nanchen2251/RxJava2Examples
317,Col-E/Recaf,4633,5.63,168,https://github.com/Col-E/Recaf
318,csxiaoyaojianxian/JavaScriptStudy,637,6.11,2,https://github.com/csxiaoyaojianxian/JavaScriptStudy
319,stebsnusch/basecamp-javascript,751,1.9,0,https://github.com/stebsnusch/basecamp-javascript
320,shyiko/mysql-binlog-connector-java,2035,9.68,16,https://github.com/shyiko/mysql-binlog-connector-java
321,rovo89/XposedBridge,3669,10.96,0,https://github.com/rovo89/XposedBridge
322,apache/servicecomb-java-chassis,1836,5.83,65,https://github.com/apache/servicecomb-java-chassis
323,pubnub/javascript,533,10.06,71,https://github.com/pubnub/javascript
324,castello/javajungsuk3,311,5.07,0,https://github.com/castello/javajungsuk3
325,KikiLetGo/VirusBroadcast,1650,3.11,0,https://github.com/KikiLetGo/VirusBroadcast
326,j-easy/easy-rules,4330,10.02,10,https://github.com/j-easy/easy-rules
327,eclipse/eclipse.jdt.ls,1379,6.72,1,https://github.com/eclipse/eclipse.jdt.ls
328,javaee-samples/javaee8-samples,365,8.44,0,https://github.com/javaee-samples/javaee8-samples
329,RudeCrab/rude-java,1063,3.08,0,https://github.com/RudeCrab/rude-java
330,OWASP-Benchmark/BenchmarkJava,528,7.94,4,https://github.com/OWASP-Benchmark/BenchmarkJava
331,objectbox/objectbox-java,4151,6.14,35,https://github.com/objectbox/objectbox-java
332,javascript-tutorial/ko.javascript.info,1583,4.3,0,https://github.com/javascript-tutorial/ko.javascript.info
333,jakesgordon/javascript-tetris,557,11.43,0,https://github.com/jakesgordon/javascript-tetris
334,ipipman/JavaSpringBootSamples,644,2.26,0,https://github.com/ipipman/JavaSpringBootSamples
335,javascript-society/javascript-path,3378,7.39,0,https://github.com/javascript-society/javascript-path
336,pf4j/pf4j,1959,10.43,0,https://github.com/pf4j/pf4j
337,frekele/oracle-java,1544,5.57,49,https://github.com/frekele/oracle-java
338,selenide/selenide,1656,11.1,115,https://github.com/selenide/selenide
339,actions/setup-java,1048,3.68,29,https://github.com/actions/setup-java
340,hsiafan/apk-parser,1137,9.18,10,https://github.com/hsiafan/apk-parser
341,Netflix/astyanax,1027,11.67,7,https://github.com/Netflix/astyanax
342,GrrrDog/Java-Deserialization-Cheat-Sheet,2745,7.06,0,https://github.com/GrrrDog/Java-Deserialization-Cheat-Sheet
343,pingan8787/Leo-JavaScript,861,5.39,0,https://github.com/pingan8787/Leo-JavaScript
344,apache/dubbo,38553,10.74,76,https://github.com/apache/dubbo
345,jbloch/effective-java-3e-source-code,3548,4.61,0,https://github.com/jbloch/effective-java-3e-source-code
346,cmusphinx/sphinx4,1343,8.94,0,https://github.com/cmusphinx/sphinx4
347,alibaba/jetcache,3820,5.92,62,https://github.com/alibaba/jetcache
348,jsquared21/Intro-to-Java-Programming,1071,7.79,0,https://github.com/jsquared21/Intro-to-Java-Programming
349,kubesphere/devops-java-sample,114,3.96,1,https://github.com/kubesphere/devops-java-sample
350,agoncal/agoncal-book-javaee7,279,10.74,0,https://github.com/agoncal/agoncal-book-javaee7
351,square/dagger,7293,10.61,0,https://github.com/square/dagger
352,JeffLi1993/java-core-learning-example,1652,7.75,0,https://github.com/JeffLi1993/java-core-learning-example
353,mockito/mockito,13758,10.42,199,https://github.com/mockito/mockito
354,wchaowu/javascript,649,9.6,0,https://github.com/wchaowu/javascript
355,redhat-developer/vscode-java,1830,6.59,47,https://github.com/redhat-developer/vscode-java
356,qiyaTech/javaCrawling,308,5.57,0,https://github.com/qiyaTech/javaCrawling
357,JGPY/JavaGuideBooster,628,4.26,0,https://github.com/JGPY/JavaGuideBooster
358,in28minutes/java-tutorial-for-beginners,791,3.91,0,https://github.com/in28minutes/java-tutorial-for-beginners
359,vaadin/framework,1745,10.4,180,https://github.com/vaadin/framework
360,ClickHouse/clickhouse-java,1183,6.67,26,https://github.com/ClickHouse/clickhouse-java
361,ErickWendel/semana-javascript-expert07,2416,0.05,0,https://github.com/ErickWendel/semana-javascript-expert07
362,cosen1024/Java-Interview,1520,2.07,0,https://github.com/cosen1024/Java-Interview
363,TheoKanning/openai-java,1571,2.5,12,https://github.com/TheoKanning/openai-java
364,evant/gradle-retrolambda,5319,9.61,37,https://github.com/evant/gradle-retrolambda
365,AllThingsSmitty/must-watch-javascript,6919,8.64,0,https://github.com/AllThingsSmitty/must-watch-javascript
366,felipe-augusto/clean-code-javascript,3240,6.17,0,https://github.com/felipe-augusto/clean-code-javascript
367,Qbian61/forum-java,1219,2.29,0,https://github.com/Qbian61/forum-java
368,stanfordnlp/CoreNLP,8891,9.71,13,https://github.com/stanfordnlp/CoreNLP
369,s4kibs4mi/java-developer-roadmap,3217,3.9,0,https://github.com/s4kibs4mi/java-developer-roadmap
370,skyline75489/Heart-First-JavaWeb,825,5.22,0,https://github.com/skyline75489/Heart-First-JavaWeb
371,coobird/thumbnailator,4561,7.64,0,https://github.com/coobird/thumbnailator
372,Viscent/javamtp,651,7.48,1,https://github.com/Viscent/javamtp
373,tcorral/Design-Patterns-in-Javascript,2538,11.49,0,https://github.com/tcorral/Design-Patterns-in-Javascript
374,CircleCI-Public/circleci-demo-javascript-express,130,5.88,0,https://github.com/CircleCI-Public/circleci-demo-javascript-express
375,HappySnailSunshine/JavaInterview,196,2.77,0,https://github.com/HappySnailSunshine/JavaInterview
376,HackJava/HackJava,1737,1.69,0,https://github.com/HackJava/HackJava
377,jamesqquick/Build-A-Quiz-App-With-HTML-CSS-and-JavaScript,528,4.13,0,https://github.com/jamesqquick/Build-A-Quiz-App-With-HTML-CSS-and-JavaScript
378,projectlombok/lombok,11830,13.77,3,https://github.com/projectlombok/lombok
379,amaembo/streamex,2036,7.93,2,https://github.com/amaembo/streamex
380,benoitvallon/computer-science-in-javascript,2607,7.08,0,https://github.com/benoitvallon/computer-science-in-javascript
381,AllenDowney/ThinkJavaCode,347,7.17,0,https://github.com/AllenDowney/ThinkJavaCode
382,tabulapdf/tabula-java,1520,8.82,10,https://github.com/tabulapdf/tabula-java
383,judasn/Linux-Tutorial,8033,7.34,0,https://github.com/judasn/Linux-Tutorial
384,kennymkchan/interview-questions-in-javascript,3455,7.0,0,https://github.com/kennymkchan/interview-questions-in-javascript
385,opentracing/opentracing-java,1668,7.24,4,https://github.com/opentracing/opentracing-java
386,ruanwenjun/JAVAWeb-Project,617,5.04,0,https://github.com/ruanwenjun/JAVAWeb-Project
387,eclipse/leshan,599,8.1,47,https://github.com/eclipse/leshan
388,arun-gupta/microservices,606,7.84,0,https://github.com/arun-gupta/microservices
389,shihyu/JavaScript,334,9.29,0,https://github.com/shihyu/JavaScript
390,facebook/infer,13887,8.13,29,https://github.com/facebook/infer
391,watson-developer-cloud/java-sdk,582,7.88,110,https://github.com/watson-developer-cloud/java-sdk
392,hyperledger/fabric-sdk-java,1092,6.43,35,https://github.com/hyperledger/fabric-sdk-java
393,in28minutes/java-a-course-for-beginners,871,5.13,0,https://github.com/in28minutes/java-a-course-for-beginners
394,matyb/java-koans,705,12.17,0,https://github.com/matyb/java-koans
395,line/line-bot-sdk-java,564,6.92,29,https://github.com/line/line-bot-sdk-java
396,jknack/handlebars.java,1364,10.8,9,https://github.com/jknack/handlebars.java
397,jakesgordon/javascript-racer,974,10.75,0,https://github.com/jakesgordon/javascript-racer
398,changmingxie/tcc-transaction,5590,7.28,6,https://github.com/changmingxie/tcc-transaction
399,functionaljava/functionaljava,1544,12.38,0,https://github.com/functionaljava/functionaljava
400,etcd-io/jetcd,971,6.65,3,https://github.com/etcd-io/jetcd
401,eclipse-californium/californium,664,7.47,27,https://github.com/eclipse-californium/californium
402,shekhargulati/strman-java,1357,6.87,0,https://github.com/shekhargulati/strman-java
403,singgel/JAVA_LINE,990,4.64,0,https://github.com/singgel/JAVA_LINE
404,Open-Bootcamp/JavaScript-Basico,194,0.85,0,https://github.com/Open-Bootcamp/JavaScript-Basico
405,etcd-io/jetcd,971,6.65,3,https://github.com/etcd-io/jetcd
406,kevinsawicki/github-maven-example,134,11.53,0,https://github.com/kevinsawicki/github-maven-example
407,zeromq/jzmq,579,13.04,0,https://github.com/zeromq/jzmq
408,googleapis/google-api-java-client,1203,8.38,55,https://github.com/googleapis/google-api-java-client
409,heroku/java-getting-started,248,8.6,0,https://github.com/heroku/java-getting-started
410,SAML-Toolkits/java-saml,573,11.98,13,https://github.com/SAML-Toolkits/java-saml
411,linkedin/parseq,1143,10.49,0,https://github.com/linkedin/parseq
412,udacity/Just-Java,495,7.81,0,https://github.com/udacity/Just-Java
413,pxb1988/dex2jar,10699,8.0,6,https://github.com/pxb1988/dex2jar
414,breenmachine/JavaUnserializeExploits,133,7.36,0,https://github.com/breenmachine/JavaUnserializeExploits
415,sl1673495/leetcode-javascript,1779,3.0,0,https://github.com/sl1673495/leetcode-javascript
416,PacktPublishing/Learning-JavaScript-Data-Structures-and-Algorithms-Third-Edition,891,4.9,0,https://github.com/PacktPublishing/Learning-JavaScript-Data-Structures-and-Algorithms-Third-Edition
417,javacc/javacc,1009,6.65,11,https://github.com/javacc/javacc
418,DomHeal/JavaFX-Chat,397,7.39,0,https://github.com/DomHeal/JavaFX-Chat
419,fanyong920/jvppeteer,522,3.01,14,https://github.com/fanyong920/jvppeteer
420,Backblaze/JavaReedSolomon,681,7.95,0,https://github.com/Backblaze/JavaReedSolomon
421,getsentry/sentry-java,930,11.1,153,https://github.com/getsentry/sentry-java
422,phoboslab/JavaScriptCore-iOS,675,10.28,0,https://github.com/phoboslab/JavaScriptCore-iOS
423,JosephZhu1983/java-common-mistakes,1297,3.11,0,https://github.com/JosephZhu1983/java-common-mistakes
424,aliyun/api-gateway-demo-sign-java,366,6.97,0,https://github.com/aliyun/api-gateway-demo-sign-java
425,Cryin/JavaID,465,5.31,0,https://github.com/Cryin/JavaID
426,sivan/javascript-style-guide,1987,7.81,0,https://github.com/sivan/javascript-style-guide
427,eson15/Javaweb_bookstore,657,7.28,0,https://github.com/eson15/Javaweb_bookstore
428,JoyChou93/java-sec-code,1913,5.22,3,https://github.com/JoyChou93/java-sec-code
429,wenweihu86/raft-java,1053,5.87,0,https://github.com/wenweihu86/raft-java
430,zaiyunduan123/Java-Summarize,1226,4.88,0,https://github.com/zaiyunduan123/Java-Summarize
431,stone0090/javascript-lessons,1662,7.13,0,https://github.com/stone0090/javascript-lessons
432,mhrimaz/AwesomeJavaFX,2777,6.51,0,https://github.com/mhrimaz/AwesomeJavaFX
433,EdwardRaff/JSAT,756,7.98,9,https://github.com/EdwardRaff/JSAT
434,dain/leveldb,1464,11.64,0,https://github.com/dain/leveldb
435,JAVA-000/JAVA-000,129,2.43,0,https://github.com/JAVA-000/JAVA-000
436,DreamCats/java-notes,1693,4.02,0,https://github.com/DreamCats/java-notes
437,zxiaofan/JavaBooks,302,4.67,0,https://github.com/zxiaofan/JavaBooks
438,radcortez/javaee7-angular,236,8.99,0,https://github.com/radcortez/javaee7-angular
439,BingKui/javascript-zh,1347,4.82,0,https://github.com/BingKui/javascript-zh
440,fvarrui/JavaPackager,700,4.05,40,https://github.com/fvarrui/JavaPackager
441,qiniu/java-sdk,540,10.98,59,https://github.com/qiniu/java-sdk
442,binarywang/weixin-java-miniapp-demo,1098,5.75,0,https://github.com/binarywang/weixin-java-miniapp-demo
443,lzyzsd/JsBridge,9269,8.05,0,https://github.com/lzyzsd/JsBridge
444,huaban/jieba-analysis,2261,9.61,0,https://github.com/huaban/jieba-analysis
445,vogellacompany/codeexamples-java,340,13.34,0,https://github.com/vogellacompany/codeexamples-java
446,minio/minio-java,822,7.87,83,https://github.com/minio/minio-java
447,spullara/mustache.java,1780,12.87,0,https://github.com/spullara/mustache.java
448,commonmark/commonmark-java,1945,7.65,33,https://github.com/commonmark/commonmark-java
449,menacher/java-game-server,1251,11.11,0,https://github.com/menacher/java-game-server
450,timoxley/functional-javascript-workshop,2030,9.49,0,https://github.com/timoxley/functional-javascript-workshop
451,flexiondotorg/oab-java6,632,11.17,0,https://github.com/flexiondotorg/oab-java6
452,javalite/javalite,809,9.79,6,https://github.com/javalite/javalite
453,tdebatty/java-string-similarity,2557,8.91,26,https://github.com/tdebatty/java-string-similarity
454,lenve/javaboy-code-samples,1227,3.85,0,https://github.com/lenve/javaboy-code-samples
455,amejiarosario/dsa.js-data-structures-algorithms-javascript,7155,6.21,41,https://github.com/amejiarosario/dsa.js-data-structures-algorithms-javascript
456,joeferner/node-java,1811,11.15,0,https://github.com/joeferner/node-java
457,EsotericSoftware/reflectasm,1404,9.36,5,https://github.com/EsotericSoftware/reflectasm
458,awslabs/aws-serverless-java-container,1318,6.27,30,https://github.com/awslabs/aws-serverless-java-container
459,google/google-api-java-client-samples,733,8.14,0,https://github.com/google/google-api-java-client-samples
460,Jackson0714/PassJava-Platform,1887,2.94,0,https://github.com/Jackson0714/PassJava-Platform
461,open-telemetry/opentelemetry-java-instrumentation,1232,3.47,67,https://github.com/open-telemetry/opentelemetry-java-instrumentation
462,864381832/xJavaFxTool,1611,5.55,11,https://github.com/864381832/xJavaFxTool
463,bgrins/javascript-astar,1240,12.5,0,https://github.com/bgrins/javascript-astar
464,javaee/javamail,559,5.89,4,https://github.com/javaee/javamail
465,hicf/JavaCore,431,4.42,0,https://github.com/hicf/JavaCore
466,lz4/lz4-java,987,10.66,8,https://github.com/lz4/lz4-java
467,iliakan/javascript-tutorial,743,8.38,0,https://github.com/iliakan/javascript-tutorial
468,in28minutes/java-best-practices,1110,6.45,0,https://github.com/in28minutes/java-best-practices
469,geerlingguy/ansible-role-java,287,9.04,0,https://github.com/geerlingguy/ansible-role-java
470,PansonPanson/Java-Notes,1493,4.98,0,https://github.com/PansonPanson/Java-Notes
471,signalapp/libsignal-protocol-java,1782,8.27,0,https://github.com/signalapp/libsignal-protocol-java
472,Guardsquare/proguard,1879,3.97,22,https://github.com/Guardsquare/proguard
473,Innsmounth/JavaEBooks,173,4.94,0,https://github.com/Innsmounth/JavaEBooks
474,roeib/JavaScript-snippets,586,3.42,0,https://github.com/roeib/JavaScript-snippets
475,square/okhttp,43686,10.64,0,https://github.com/square/okhttp
476,Froussios/Intro-To-RxJava,2046,7.97,0,https://github.com/Froussios/Intro-To-RxJava
477,knightliao/disconf-demos-java,381,7.34,2,https://github.com/knightliao/disconf-demos-java
478,quanke/design-pattern-java,709,6.89,0,https://github.com/quanke/design-pattern-java
479,swagger-api/swagger-parser,656,8.9,103,https://github.com/swagger-api/swagger-parser
480,pedroSG94/rtmp-rtsp-stream-client-java,1971,6.14,122,https://github.com/pedroSG94/rtmp-rtsp-stream-client-java
481,vsch/flexmark-java,1930,7.14,0,https://github.com/vsch/flexmark-java
482,pedant/safe-java-js-webview-bridge,2435,8.69,1,https://github.com/pedant/safe-java-js-webview-bridge
483,JodaOrg/joda-time,4873,11.83,42,https://github.com/JodaOrg/joda-time
484,aws/aws-sdk-java-v2,1693,5.72,0,https://github.com/aws/aws-sdk-java-v2
485,aadsm/JavaScript-ID3-Reader,549,12.91,0,https://github.com/aadsm/JavaScript-ID3-Reader
486,AlbertoMontalesi/The-complete-guide-to-modern-JavaScript,1022,4.89,8,https://github.com/AlbertoMontalesi/The-complete-guide-to-modern-JavaScript
487,konohiroaki/java8-code-kata,138,7.74,0,https://github.com/konohiroaki/java8-code-kata
488,careercup/CtCI-6th-Edition-JavaScript-ES2015,804,7.06,0,https://github.com/careercup/CtCI-6th-Edition-JavaScript-ES2015
489,loiane/curso-java-basico,778,9.52,0,https://github.com/loiane/curso-java-basico
490,pires/obd-java-api,563,9.48,0,https://github.com/pires/obd-java-api
491,yhy0/ExpDemo-JavaFX,518,1.97,0,https://github.com/yhy0/ExpDemo-JavaFX
492,rest-assured/rest-assured,6286,12.4,0,https://github.com/rest-assured/rest-assured
493,elastic/apm-agent-java,527,5.09,59,https://github.com/elastic/apm-agent-java
494,mcxiaoke/minicat,682,9.8,13,https://github.com/mcxiaoke/minicat
495,iwannarun/JavaWiki,373,6.38,0,https://github.com/iwannarun/JavaWiki
496,Maskhe/javasec,1046,3.57,0,https://github.com/Maskhe/javasec
497,xjjdog/javaok,955,3.67,0,https://github.com/xjjdog/javaok
498,xuwujing/java-study,1054,4.48,0,https://github.com/xuwujing/java-study
499,Hacker233/JavaScript,248,5.59,0,https://github.com/Hacker233/JavaScript
